day, S0 -6.000000|-6.000000,S1 -6.000000|-2.000000,S2 -6.000000|2.000000,S3 -6.000000|6.000000,S4 -2.000000|-6.000000,S5 -2.000000|-2.000000,S6 -2.000000|2.000000,S7 -2.000000|6.000000,S8 2.000000|-6.000000,S9 2.000000|-2.000000,S10 2.000000|2.000000,S11 2.000000|6.000000,S12 6.000000|-6.000000,S13 6.000000|-2.000000,S14 6.000000|2.000000,S15 6.000000|6.000000
125, 5.0110846,4.3270502,4.6012077,4.4614387,4.5081100,3.8021135,3.9438727,4.0333099,4.5006599,3.6705127,3.9255095,3.9361355,4.8149061,4.3576827,4.2214489,4.6765032
126, 4.9958649,4.3119869,4.5829048,4.4462290,4.4915123,3.7854660,3.9249003,4.0179782,4.4852362,3.6534665,3.9061232,3.9200134,4.8008318,4.3414230,4.2030921,4.6617723
127, 4.9817038,4.2967715,4.5655160,4.4325333,4.4762311,3.7690420,3.9057541,4.0017648,4.4690328,3.6360047,3.8864882,3.9043696,4.7857385,4.3258505,4.1853051,4.6472750
128, 4.9682255,4.2813697,4.5477662,4.4186077,4.4607072,3.7524157,3.8881214,3.9865494,4.4528775,3.6187625,3.8678238,3.8884337,4.7705946,4.3104191,4.1670384,4.6309209
129, 4.9535069,4.2667737,4.5307374,4.4045954,4.4459224,3.7361891,3.8710613,3.9714782,4.4380503,3.6024866,3.8501172,3.8733852,4.7577896,4.2951889,4.1494050,4.6166310
130, 4.9386125,4.2531514,4.5137973,4.3907342,4.4311891,3.7212050,3.8525786,3.9565673,4.4221992,3.5861440,3.8322403,3.8586466,4.7426190,4.2817516,4.1348343,4.6014524
131, 4.9249940,4.2389922,4.4969726,4.3769441,4.4161167,3.7062631,3.8366644,3.9418104,4.4076252,3.5707555,3.8142478,3.8433392,4.7293634,4.2668858,4.1189013,4.5875649
132, 4.9113903,4.2264085,4.4815359,4.3629589,4.4016943,3.6910870,3.8207202,3.9280655,4.3935533,3.5550642,3.7962461,3.8290792,4.7149076,4.2535195,4.1029344,4.5749216
133, 4.8974471,4.2125635,4.4649067,4.3508806,4.3874855,3.6759355,3.8038440,3.9132075,4.3790069,3.5399323,3.7805057,3.8154368,4.7008533,4.2391686,4.0875444,4.5631833
134, 4.8843632,4.2002954,4.4493833,4.3381319,4.3736267,3.6627924,3.7880573,3.8998656,4.3659158,3.5239058,3.7650378,3.8013866,4.6877761,4.2257385,4.0715508,4.5497665
135, 4.8717189,4.1871104,4.4336581,4.3271046,4.3613467,3.6488402,3.7729323,3.8860502,4.3528390,3.5089130,3.7505207,3.7857771,4.6749988,4.2126589,4.0558987,4.5379257
136, 4.8599749,4.1745005,4.4183865,4.3150043,4.3485513,3.6339493,3.7580214,3.8730164,4.3398647,3.4939718,3.7344973,3.7720671,4.6634040,4.1992331,4.0420141,4.5261564
137, 4.8486042,4.1632090,4.4036050,4.3028464,4.3357825,3.6204305,3.7434471,3.8604789,4.3271942,3.4817004,3.7190907,3.7581286,4.6515179,4.1866016,4.0275502,4.5138741
138, 4.8370671,4.1515384,4.3899117,4.2905512,4.3230243,3.6077149,3.7285213,3.8471632,4.3153138,3.4677982,3.7039530,3.7452607,4.6401415,4.1745696,4.0120068,4.5027509
139, 4.8257065,4.1399093,4.3747621,4.2792416,4.3100138,3.5947506,3.7144628,3.8351853,4.3025661,3.4543061,3.6887438,3.7325561,4.6296620,4.1627264,3.9990361,4.4904909
140, 4.8145399,4.1288152,4.3615627,4.2675219,4.2982922,3.5828485,3.7010140,3.8238945,4.2917299,3.4418511,3.6738639,3.7200549,4.6178265,4.1521182,3.9845817,4.4785628
141, 4.8034368,4.1169229,4.3484120,4.2571902,4.2861691,3.5719049,3.6871445,3.8120880,4.2804828,3.4292750,3.6595349,3.7072790,4.6066122,4.1397796,3.9709449,4.4666653
142, 4.7928672,4.1056590,4.3360343,4.2466760,4.2758570,3.5594838,3.6733711,3.8021567,4.2691388,3.4176354,3.6475267,3.6965444,4.5956941,4.1291914,3.9587822,4.4564018
143, 4.7824917,4.0953660,4.3241692,4.2365870,4.2651505,3.5470233,3.6608484,3.7920480,4.2585826,3.4057617,3.6348591,3.6847486,4.5854154,4.1186295,3.9462678,4.4458008
144, 4.7724266,4.0858660,4.3123980,4.2273417,4.2552609,3.5359805,3.6474679,3.7820165,4.2481723,3.3950267,3.6210263,3.6748056,4.5750232,4.1086392,3.9342158,4.4359546
145, 4.7623105,4.0765071,4.3003554,4.2177129,4.2456408,3.5247247,3.6353505,3.7704821,4.2387114,3.3846912,3.6087775,3.6650991,4.5656562,4.0981269,3.9225399,4.4262013
146, 4.7518997,4.0671368,4.2889338,4.2090979,4.2343903,3.5148442,3.6238649,3.7610769,4.2293215,3.3739455,3.5964022,3.6555295,4.5555782,4.0879116,3.9118714,4.4161572
147, 4.7419910,4.0574441,4.2774987,4.1996551,4.2249727,3.5048308,3.6132209,3.7509501,4.2194252,3.3635194,3.5847814,3.6463351,4.5458288,4.0786281,3.9005983,4.4071903
148, 4.7330465,4.0485640,4.2663031,4.1910930,4.2157907,3.4946423,3.6020248,3.7412934,4.2100592,3.3515491,3.5735602,3.6362851,4.5373507,4.0704041,3.8891521,4.3981032
149, 4.7241483,4.0394149,4.2564578,4.1832714,4.2073536,3.4854198,3.5918419,3.7310581,4.2013059,3.3426166,3.5627539,3.6270478,4.5285473,4.0619473,3.8784540,4.3900471
150, 4.7161689,4.0321555,4.2464504,4.1755457,4.1986785,3.4767327,3.5806139,3.7224054,4.1933498,3.3327255,3.5516887,3.6170619,4.5205917,4.0536056,3.8686059,4.3810072
151, 4.7079163,4.0237551,4.2361517,4.1671348,4.1903915,3.4676373,3.5704992,3.7140048,4.1848803,3.3243022,3.5414093,3.6086938,4.5113573,4.0444980,3.8584294,4.3727260
152, 4.6996803,4.0169110,4.2274957,4.1600966,4.1828780,3.4592791,3.5606401,3.7057428,4.1760707,3.3163214,3.5310097,3.5998671,4.5032787,4.0364189,3.8486438,4.3643246
153, 4.6924753,4.0095477,4.2182693,4.1524215,4.1750870,3.4514928,3.5516829,3.6983829,4.1683493,3.3077025,3.5209026,3.5922322,4.4961004,4.0284286,3.8392308,4.3560381
154, 4.6849904,4.0017719,4.2088165,4.1457372,4.1669397,3.4434841,3.5425477,3.6909826,4.1603699,3.2994499,3.5107543,3.5845969,4.4881978,4.0209656,3.8307149,4.3483472
155, 4.6775880,3.9951618,4.2006822,4.1389074,4.1595187,3.4355717,3.5331562,3.6842067,4.1529737,3.2923748,3.5011101,3.5765553,4.4807816,4.0137005,3.8213227,4.3403354
156, 4.6711307,3.9883733,4.1924238,4.1328163,4.1516137,3.4285009,3.5257959,3.6767418,4.1450648,3.2852705,3.4927325,3.5691826,4.4734073,4.0062675,3.8123970,4.3340054
157, 4.6640263,3.9818826,4.1847272,4.1266828,4.1448617,3.4214959,3.5175302,3.6703622,4.1387472,3.2783823,3.4839513,3.5620410,4.4662166,3.9988422,3.8040409,4.3274846
158, 4.6576695,3.9755790,4.1773787,4.1205926,4.1382093,3.4149659,3.5100758,3.6636665,4.1322927,3.2716208,3.4761245,3.5553477,4.4590745,3.9927042,3.7965000,4.3207459
159, 4.6520000,3.9691627,4.1704259,4.1149368,4.1324310,3.4091125,3.5022030,3.6577797,4.1263843,3.2650640,3.4683030,3.5492942,4.4528933,3.9874556,3.7897182,4.3150635
160, 4.6468978,3.9631772,4.1639228,4.1093588,4.1259356,3.4025612,3.4944201,3.6517591,4.1202402,3.2588558,3.4606135,3.5434654,4.4464207,3.9816191,3.7823749,4.3087587
161, 4.6411381,3.9570191,4.1575646,4.1042871,4.1200523,3.3969281,3.4870400,3.6469986,4.1136446,3.2522378,3.4541600,3.5375466,4.4404469,3.9763634,3.7756574,4.3030424
162, 4.6363893,3.9521053,4.1503620,4.0995493,4.1137390,3.3911476,3.4795215,3.6411793,4.1086097,3.2466342,3.4474087,3.5315256,4.4358444,3.9710612,3.7689090,4.2972894
163, 4.6309557,3.9472699,4.1442995,4.0951514,4.1085372,3.3859336,3.4732032,3.6357441,4.1031351,3.2404246,3.4413552,3.5263898,4.4305444,3.9652548,3.7632234,4.2920966
164, 4.6266041,3.9427392,4.1382403,4.0903273,4.1033692,3.3810713,3.4675043,3.6308572,4.0977621,3.2352977,3.4341490,3.5208173,4.4260817,3.9606614,3.7570848,4.2877579
165, 4.6229382,3.9382415,4.1322923,4.0861864,4.0988388,3.3764129,3.4624085,3.6260409,4.0931168,3.2304232,3.4285882,3.5158000,4.4212303,3.9563518,3.7523963,4.2827039
166, 4.6185603,3.9336822,4.1274886,4.0820384,4.0938268,3.3720996,3.4575019,3.6216640,4.0882859,3.2255394,3.4225402,3.5117378,4.4174066,3.9518657,3.7473216,4.2785702
167, 4.6148610,3.9301305,4.1221633,4.0778975,4.0886455,3.3674924,3.4523695,3.6174376,4.0839610,3.2211680,3.4174073,3.5071962,4.4134111,3.9472010,3.7416382,4.2754459
168, 4.6104593,3.9267180,4.1170082,4.0739713,4.0847588,3.3634527,3.4478242,3.6141226,4.0799222,3.2176790,3.4120286,3.5038226,4.4091887,3.9431927,3.7376244,4.2712283
169, 4.6070056,3.9230990,4.1131525,4.0707459,4.0809789,3.3598695,3.4432960,3.6107552,4.0759263,3.2135141,3.4080768,3.5000858,4.4061055,3.9397855,3.7328646,4.2676654
170, 4.6034861,3.9195302,4.1090035,4.0674539,4.0772338,3.3568330,3.4403327,3.6074779,4.0718818,3.2105296,3.4036131,3.4964623,4.4031825,3.9365764,3.7287562,4.2650342
171, 4.6006174,3.9164486,4.1055384,4.0643997,4.0737705,3.3532608,3.4365981,3.6045430,4.0686154,3.2073653,3.3996384,3.4932873,4.4003944,3.9333189,3.7250907,4.2620058
172, 4.5977702,3.9135468,4.1020384,4.0615182,4.0707908,3.3505061,3.4325349,3.6015201,4.0663028,3.2045858,3.3961675,3.4904866,4.3980684,3.9304368,3.7210956,4.2592754
173, 4.5954599,3.9112015,4.0985475,4.0592489,4.0688438,3.3476326,3.4294522,3.5992322,4.0636821,3.2013130,3.3929043,3.4884014,4.3951631,3.9277813,3.7183416,4.2563906
174, 4.5923510,3.9087932,4.0960317,4.0574789,4.0666723,3.3456457,3.4270775,3.5968909,4.0613747,3.1984663,3.3898296,3.4862089,4.3930049,3.9253566,3.7160349,4.2545977
175, 4.5902557,3.9071932,4.0932198,4.0556755,4.0643525,3.3432391,3.4241390,3.5951312,4.0594473,3.1962428,3.3876550,3.4842327,4.3908358,3.9235551,3.7133682,4.2519960
176, 4.5886350,3.9056983,4.0913444,4.0537357,4.0623336,3.3411298,3.4212070,3.5930707,4.0574141,3.1942222,3.3852131,3.4823093,4.3888416,3.9220989,3.7108657,4.2505722
177, 4.5873265,3.9043148,4.0889721,4.0526662,4.0604520,3.3388593,3.4196036,3.5915174,4.0562377,3.1921630,3.3835213,3.4806607,4.3869381,3.9200211,3.7095206,4.2493281
178, 4.5858436,3.9029996,4.0871034,4.0514030,4.0591855,3.3379099,3.4174452,3.5899770,4.0545483,3.1907940,3.3813767,3.4791939,4.3854222,3.9185789,3.7078545,4.2479882
179, 4.5850482,3.9018300,4.0859413,4.0509481,4.0581536,3.3368216,3.4159305,3.5888352,4.0529780,3.1894236,3.3799145,3.4782026,4.3845582,3.9174113,3.7060061,4.2468257
180, 4.5840673,3.9010050,4.0847983,4.0502815,4.0571008,3.3357072,3.4151170,3.5881751,4.0521812,3.1886735,3.3787680,3.4771197,4.3835921,3.9164770,3.7052388,4.2459898
181, 4.5834618,3.9006071,4.0842056,4.0496287,4.0564470,3.3348145,3.4146571,3.5873203,4.0515623,3.1879978,3.3781199,3.4766700,4.3831396,3.9161005,3.7043676,4.2451720
182, 4.5833421,3.9001856,4.0837665,4.0493283,4.0560131,3.3345046,3.4141188,3.5869501,4.0512075,3.1875045,3.3778093,3.4761770,4.3829908,3.9158752,3.7041678,4.2449145
183, 4.5833678,3.9000411,4.0836587,4.0492129,4.0558929,3.3345120,3.4140189,3.5868580,4.0511670,3.1872389,3.3777373,3.4759638,4.3826523,3.9154267,3.7039671,4.2448568
184, 4.5833421,3.9001856,4.0837665,4.0493283,4.0560131,3.3345046,3.4141188,3.5869501,4.0512075,3.1875045,3.3778093,3.4761770,4.3829908,3.9158752,3.7041678,4.2449145
185, 4.5834618,3.9006071,4.0842056,4.0496287,4.0564470,3.3348145,3.4146571,3.5873203,4.0515623,3.1879978,3.3781199,3.4766700,4.3831396,3.9161005,3.7043676,4.2451720
186, 4.5840673,3.9010050,4.0847983,4.0502815,4.0571008,3.3357072,3.4151170,3.5881751,4.0521812,3.1886735,3.3787680,3.4771197,4.3835921,3.9164770,3.7052388,4.2459898
187, 4.5850482,3.9018300,4.0859413,4.0509481,4.0581536,3.3368216,3.4159305,3.5888352,4.0529780,3.1894236,3.3799145,3.4782026,4.3845582,3.9174113,3.7060061,4.2468257
188, 4.5858436,3.9029996,4.0871034,4.0514030,4.0591855,3.3379099,3.4174452,3.5899770,4.0545483,3.1907940,3.3813767,3.4791939,4.3854222,3.9185789,3.7078545,4.2479882
189, 4.5873265,3.9043148,4.0889721,4.0526662,4.0604520,3.3388593,3.4196036,3.5915174,4.0562377,3.1921630,3.3835213,3.4806607,4.3869381,3.9200211,3.7095206,4.2493281
190, 4.5886350,3.9056983,4.0913444,4.0537357,4.0623336,3.3411298,3.4212070,3.5930707,4.0574141,3.1942222,3.3852131,3.4823093,4.3888416,3.9220989,3.7108657,4.2505722
191, 4.5902557,3.9071932,4.0932198,4.0556755,4.0643525,3.3432391,3.4241390,3.5951312,4.0594473,3.1962428,3.3876550,3.4842327,4.3908358,3.9235551,3.7133682,4.2519960
192, 4.5923510,3.9087932,4.0960317,4.0574789,4.0666723,3.3456457,3.4270775,3.5968909,4.0613747,3.1984663,3.3898296,3.4862089,4.3930049,3.9253566,3.7160349,4.2545977
193, 4.5954599,3.9112015,4.0985475,4.0592489,4.0688438,3.3476326,3.4294522,3.5992322,4.0636821,3.2013130,3.3929043,3.4884014,4.3951631,3.9277813,3.7183416,4.2563906
194, 4.5977702,3.9135468,4.1020384,4.0615182,4.0707908,3.3505061,3.4325349,3.6015201,4.0663028,3.2045858,3.3961675,3.4904866,4.3980684,3.9304368,3.7210956,4.2592754
195, 4.6006174,3.9164486,4.1055384,4.0643997,4.0737705,3.3532608,3.4365981,3.6045430,4.0686154,3.2073653,3.3996384,3.4932873,4.4003944,3.9333189,3.7250907,4.2620058
196, 4.6034861,3.9195302,4.1090035,4.0674539,4.0772338,3.3568330,3.4403327,3.6074779,4.0718818,3.2105296,3.4036131,3.4964623,4.4031825,3.9365764,3.7287562,4.2650342
197, 4.6070056,3.9230990,4.1131525,4.0707459,4.0809789,3.3598695,3.4432960,3.6107552,4.0759263,3.2135141,3.4080768,3.5000858,4.4061055,3.9397855,3.7328646,4.2676654
198, 4.6104593,3.9267180,4.1170082,4.0739713,4.0847588,3.3634527,3.4478242,3.6141226,4.0799222,3.2176790,3.4120286,3.5038226,4.4091887,3.9431927,3.7376244,4.2712283
199, 4.6148610,3.9301305,4.1221633,4.0778975,4.0886455,3.3674924,3.4523695,3.6174376,4.0839610,3.2211680,3.4174073,3.5071962,4.4134111,3.9472010,3.7416382,4.2754459
200, 4.6185603,3.9336822,4.1274886,4.0820384,4.0938268,3.3720996,3.4575019,3.6216640,4.0882859,3.2255394,3.4225402,3.5117378,4.4174066,3.9518657,3.7473216,4.2785702
201, 4.6229382,3.9382415,4.1322923,4.0861864,4.0988388,3.3764129,3.4624085,3.6260409,4.0931168,3.2304232,3.4285882,3.5158000,4.4212303,3.9563518,3.7523963,4.2827039
202, 4.6266041,3.9427392,4.1382403,4.0903273,4.1033692,3.3810713,3.4675043,3.6308572,4.0977621,3.2352977,3.4341490,3.5208173,4.4260817,3.9606614,3.7570848,4.2877579
203, 4.6309557,3.9472699,4.1442995,4.0951514,4.1085372,3.3859336,3.4732032,3.6357441,4.1031351,3.2404246,3.4413552,3.5263898,4.4305444,3.9652548,3.7632234,4.2920966
204, 4.6363893,3.9521053,4.1503620,4.0995493,4.1137390,3.3911476,3.4795215,3.6411793,4.1086097,3.2466342,3.4474087,3.5315256,4.4358444,3.9710612,3.7689090,4.2972894
205, 4.6411381,3.9570191,4.1575646,4.1042871,4.1200523,3.3969281,3.4870400,3.6469986,4.1136446,3.2522378,3.4541600,3.5375466,4.4404469,3.9763634,3.7756574,4.3030424
206, 4.6468978,3.9631772,4.1639228,4.1093588,4.1259356,3.4025612,3.4944201,3.6517591,4.1202402,3.2588558,3.4606135,3.5434654,4.4464207,3.9816191,3.7823749,4.3087587
207, 4.6520000,3.9691627,4.1704259,4.1149368,4.1324310,3.4091125,3.5022030,3.6577797,4.1263843,3.2650640,3.4683030,3.5492942,4.4528933,3.9874556,3.7897182,4.3150635
208, 4.6576695,3.9755790,4.1773787,4.1205926,4.1382093,3.4149659,3.5100758,3.6636665,4.1322927,3.2716208,3.4761245,3.5553477,4.4590745,3.9927042,3.7965000,4.3207459
209, 4.6640263,3.9818826,4.1847272,4.1266828,4.1448617,3.4214959,3.5175302,3.6703622,4.1387472,3.2783823,3.4839513,3.5620410,4.4662166,3.9988422,3.8040409,4.3274846
210, 4.6711307,3.9883733,4.1924238,4.1328163,4.1516137,3.4285009,3.5257959,3.6767418,4.1450648,3.2852705,3.4927325,3.5691826,4.4734073,4.0062675,3.8123970,4.3340054
211, 4.6775880,3.9951618,4.2006822,4.1389074,4.1595187,3.4355717,3.5331562,3.6842067,4.1529737,3.2923748,3.5011101,3.5765553,4.4807816,4.0137005,3.8213227,4.3403354
212, 4.6849904,4.0017719,4.2088165,4.1457372,4.1669397,3.4434841,3.5425477,3.6909826,4.1603699,3.2994499,3.5107543,3.5845969,4.4881978,4.0209656,3.8307149,4.3483472
213, 4.6924753,4.0095477,4.2182693,4.1524215,4.1750870,3.4514928,3.5516829,3.6983829,4.1683493,3.3077025,3.5209026,3.5922322,4.4961004,4.0284286,3.8392308,4.3560381
214, 4.6996803,4.0169110,4.2274957,4.1600966,4.1828780,3.4592791,3.5606401,3.7057428,4.1760707,3.3163214,3.5310097,3.5998671,4.5032787,4.0364189,3.8486438,4.3643246
215, 4.7079163,4.0237551,4.2361517,4.1671348,4.1903915,3.4676373,3.5704992,3.7140048,4.1848803,3.3243022,3.5414093,3.6086938,4.5113573,4.0444980,3.8584294,4.3727260
216, 4.7161689,4.0321555,4.2464504,4.1755457,4.1986785,3.4767327,3.5806139,3.7224054,4.1933498,3.3327255,3.5516887,3.6170619,4.5205917,4.0536056,3.8686059,4.3810072
217, 4.7241483,4.0394149,4.2564578,4.1832714,4.2073536,3.4854198,3.5918419,3.7310581,4.2013059,3.3426166,3.5627539,3.6270478,4.5285473,4.0619473,3.8784540,4.3900471
218, 4.7330465,4.0485640,4.2663031,4.1910930,4.2157907,3.4946423,3.6020248,3.7412934,4.2100592,3.3515491,3.5735602,3.6362851,4.5373507,4.0704041,3.8891521,4.3981032
219, 4.7419910,4.0574441,4.2774987,4.1996551,4.2249727,3.5048308,3.6132209,3.7509501,4.2194252,3.3635194,3.5847814,3.6463351,4.5458288,4.0786281,3.9005983,4.4071903
220, 4.7518997,4.0671368,4.2889338,4.2090979,4.2343903,3.5148442,3.6238649,3.7610769,4.2293215,3.3739455,3.5964022,3.6555295,4.5555782,4.0879116,3.9118714,4.4161572
221, 4.7623105,4.0765071,4.3003554,4.2177129,4.2456408,3.5247247,3.6353505,3.7704821,4.2387114,3.3846912,3.6087775,3.6650991,4.5656562,4.0981269,3.9225399,4.4262013
222, 4.7724266,4.0858660,4.3123980,4.2273417,4.2552609,3.5359805,3.6474679,3.7820165,4.2481723,3.3950267,3.6210263,3.6748056,4.5750232,4.1086392,3.9342158,4.4359546
223, 4.7824917,4.0953660,4.3241692,4.2365870,4.2651505,3.5470233,3.6608484,3.7920480,4.2585826,3.4057617,3.6348591,3.6847486,4.5854154,4.1186295,3.9462678,4.4458008
224, 4.7928672,4.1056590,4.3360343,4.2466760,4.2758570,3.5594838,3.6733711,3.8021567,4.2691388,3.4176354,3.6475267,3.6965444,4.5956941,4.1291914,3.9587822,4.4564018
225, 4.8034368,4.1169229,4.3484120,4.2571902,4.2861691,3.5719049,3.6871445,3.8120880,4.2804828,3.4292750,3.6595349,3.7072790,4.6066122,4.1397796,3.9709449,4.4666653
226, 4.8145399,4.1288152,4.3615627,4.2675219,4.2982922,3.5828485,3.7010140,3.8238945,4.2917299,3.4418511,3.6738639,3.7200549,4.6178265,4.1521182,3.9845817,4.4785628
227, 4.8257065,4.1399093,4.3747621,4.2792416,4.3100138,3.5947506,3.7144628,3.8351853,4.3025661,3.4543061,3.6887438,3.7325561,4.6296620,4.1627264,3.9990361,4.4904909
228, 4.8370671,4.1515384,4.3899117,4.2905512,4.3230243,3.6077149,3.7285213,3.8471632,4.3153138,3.4677982,3.7039530,3.7452607,4.6401415,4.1745696,4.0120068,4.5027509
229, 4.8486042,4.1632090,4.4036050,4.3028464,4.3357825,3.6204305,3.7434471,3.8604789,4.3271942,3.4817004,3.7190907,3.7581286,4.6515179,4.1866016,4.0275502,4.5138741
230, 4.8599749,4.1745005,4.4183865,4.3150043,4.3485513,3.6339493,3.7580214,3.8730164,4.3398647,3.4939718,3.7344973,3.7720671,4.6634040,4.1992331,4.0420141,4.5261564
231, 4.8717189,4.1871104,4.4336581,4.3271046,4.3613467,3.6488402,3.7729323,3.8860502,4.3528390,3.5089130,3.7505207,3.7857771,4.6749988,4.2126589,4.0558987,4.5379257
232, 4.8843632,4.2002954,4.4493833,4.3381319,4.3736267,3.6627924,3.7880573,3.8998656,4.3659158,3.5239058,3.7650378,3.8013866,4.6877761,4.2257385,4.0715508,4.5497665
233, 4.8974471,4.2125635,4.4649067,4.3508806,4.3874855,3.6759355,3.8038440,3.9132075,4.3790069,3.5399323,3.7805057,3.8154368,4.7008533,4.2391686,4.0875444,4.5631833
234, 4.9113903,4.2264085,4.4815359,4.3629589,4.4016943,3.6910870,3.8207202,3.9280655,4.3935533,3.5550642,3.7962461,3.8290792,4.7149076,4.2535195,4.1029344,4.5749216
235, 4.9249940,4.2389922,4.4969726,4.3769441,4.4161167,3.7062631,3.8366644,3.9418104,4.4076252,3.5707555,3.8142478,3.8433392,4.7293634,4.2668858,4.1189013,4.5875649
236, 4.9386125,4.2531514,4.5137973,4.3907342,4.4311891,3.7212050,3.8525786,3.9565673,4.4221992,3.5861440,3.8322403,3.8586466,4.7426190,4.2817516,4.1348343,4.6014524
237, 4.9535069,4.2667737,4.5307374,4.4045954,4.4459224,3.7361891,3.8710613,3.9714782,4.4380503,3.6024866,3.8501172,3.8733852,4.7577896,4.2951889,4.1494050,4.6166310
238, 4.9682255,4.2813697,4.5477662,4.4186077,4.4607072,3.7524157,3.8881214,3.9865494,4.4528775,3.6187625,3.8678238,3.8884337,4.7705946,4.3104191,4.1670384,4.6309209
239, 4.9817038,4.2967715,4.5655160,4.4325333,4.4762311,3.7690420,3.9057541,4.0017648,4.4690328,3.6360047,3.8864882,3.9043696,4.7857385,4.3258505,4.1853051,4.6472750
240, 4.9958649,4.3119869,4.5829048,4.4462290,4.4915123,3.7854660,3.9249003,4.0179782,4.4852362,3.6534665,3.9061232,3.9200134,4.8008318,4.3414230,4.2030921,4.6617723
241, 5.0110846,4.3270502,4.6012077,4.4614387,4.5081100,3.8021135,3.9438727,4.0333099,4.5006599,3.6705127,3.9255095,3.9361355,4.8149061,4.3576827,4.2214489,4.6765032
242, 5.0261102,4.3420897,4.6191459,4.4768305,4.5263128,3.8189318,3.9632187,4.0510120,4.5175457,3.6882257,3.9445500,3.9528215,4.8314233,4.3729501,4.2403293,4.6930780
243, 5.0409861,4.3582768,4.6366329,4.4937243,4.5426354,3.8367040,3.9829185,4.0687742,4.5343657,3.7070444,3.9656157,3.9690957,4.8468146,4.3902435,4.2585554,4.7095661
244, 5.0571117,4.3744969,4.6550612,4.5099106,4.5603509,3.8547261,4.0014367,4.0863824,4.5490165,3.7262852,3.9852340,3.9860423,4.8629827,4.4069262,4.2795100,4.7253056
245, 5.0736299,4.3912883,4.6737924,4.5259037,4.5789056,3.8734870,4.0206647,4.1037369,4.5663433,3.7443197,4.0058246,4.0052629,4.8788543,4.4235363,4.2987604,4.7412839
246, 5.0887012,4.4075918,4.6919589,4.5417752,4.5965214,3.8914852,4.0400128,4.1216927,4.5829873,3.7638586,4.0267501,4.0230184,4.8956428,4.4406390,4.3187299,4.7581949
247, 5.1053133,4.4253836,4.7115946,4.5580258,4.6152911,3.9105763,4.0617208,4.1390948,4.5997219,3.7827017,4.0476112,4.0426350,4.9121351,4.4587603,4.3389621,4.7752342
248, 5.1217208,4.4437799,4.7303524,4.5739369,4.6333280,3.9289169,4.0828681,4.1571407,4.6183915,3.8024080,4.0683026,4.0621800,4.9291945,4.4764357,4.3592882,4.7917819
249, 5.1385031,4.4626355,4.7502995,4.5924530,4.6522589,3.9504721,4.1036839,4.1759229,4.6355424,3.8232989,4.0917277,4.0815949,4.9472876,4.4954152,4.3816671,4.8098602
250, 5.1557918,4.4798517,4.7706494,4.6089044,4.6712689,3.9703026,4.1255727,4.1963501,4.6533885,3.8435159,4.1133294,4.1014266,4.9651456,4.5144916,4.4017320,4.8268461
251, 5.1719732,4.4982448,4.7903314,4.6263657,4.6907420,3.9910653,4.1480122,4.2162409,4.6708655,3.8650124,4.1346369,4.1203113,4.9818983,4.5331559,4.4237070,4.8440084
252, 5.1898680,4.5166330,4.8121605,4.6442323,4.7097225,4.0121417,4.1714573,4.2353473,4.6901908,3.8854196,4.1557803,4.1399837,5.0001068,4.5518522,4.4452410,4.8618717
253, 5.2064319,4.5361385,4.8329797,4.6632423,4.7283502,4.0330000,4.1935396,4.2547441,4.7082767,3.9072273,4.1791677,4.1615295,5.0180311,4.5712271,4.4670849,4.8795180
254, 5.2258782,4.5540767,4.8541288,4.6810961,4.7488060,4.0542746,4.2157874,4.2743201,4.7282538,3.9305274,4.2035580,4.1834068,5.0369382,4.5904622,4.4884920,4.8984714
255, 5.2444024,4.5750589,4.8762965,4.6984634,4.7688355,4.0762358,4.2395191,4.2954526,4.7476745,3.9535749,4.2259212,4.2022653,5.0558462,4.6108255,4.5114217,4.9176106
256, 5.2629962,4.5944562,4.8978629,4.7170057,4.7888403,4.0978117,4.2621531,4.3151007,4.7671695,3.9765429,4.2490044,4.2237668,5.0760422,4.6298151,4.5336566,4.9365058
257, 5.2818365,4.6140780,4.9218788,4.7347045,4.8095589,4.1191292,4.2862163,4.3366036,4.7864947,3.9981773,4.2719984,4.2447543,5.0959373,4.6498847,4.5572610,4.9547129
258, 5.3007598,4.6338110,4.9442768,4.7538671,4.8302908,4.1423802,4.3095698,4.3584642,4.8082986,4.0219021,4.2956343,4.2678704,5.1156616,4.6711960,4.5784307,4.9731460
259, 5.3212886,4.6546574,4.9675503,4.7721548,4.8508348,4.1653547,4.3339887,4.3811111,4.8286271,4.0452132,4.3195167,4.2907567,5.1358461,4.6920681,4.6006732,4.9915857
260, 5.3391886,4.6775055,4.9900308,4.7920704,4.8734121,4.1867986,4.3569808,4.4038982,4.8488212,4.0696859,4.3433175,4.3124995,5.1552525,4.7134576,4.6239672,5.0110373
261, 5.3583879,4.6961679,5.0136986,4.8123507,4.8940730,4.2115455,4.3825212,4.4271231,4.8705974,4.0932126,4.3690791,4.3335438,5.1751118,4.7350774,4.6490169,5.0308046
262, 5.3773971,4.7169957,5.0366893,4.8306031,4.9155822,4.2336335,4.4068494,4.4483051,4.8922815,4.1167073,4.3933306,4.3548956,5.1960173,4.7573776,4.6727290,5.0509067
263, 5.3971152,4.7380066,5.0601125,4.8505211,4.9375329,4.2568769,4.4314356,4.4706826,4.9126353,4.1404347,4.4186797,4.3766408,5.2172012,4.7790151,4.6960564,5.0709262
