157d:11.27h - 1.0%, S0 -7.500000|-7.500000,S1 -7.500000|-6.500000,S2 -7.500000|-5.500000,S3 -7.500000|-4.500000,S4 -7.500000|-3.500000,S5 -7.500000|-2.500000,S6 -7.500000|-1.500000,S7 -7.500000|-0.500000,S8 -7.500000|0.500000,S9 -7.500000|1.500000,S10 -7.500000|2.500000,S11 -7.500000|3.500000,S12 -7.500000|4.500000,S13 -7.500000|5.500000,S14 -7.500000|6.500000,S15 -7.500000|7.500000,S16 -6.500000|-7.500000,S17 -6.500000|-6.500000,S18 -6.500000|-5.500000,S19 -6.500000|-4.500000,S20 -6.500000|-3.500000,S21 -6.500000|-2.500000,S22 -6.500000|-1.500000,S23 -6.500000|-0.500000,S24 -6.500000|0.500000,S25 -6.500000|1.500000,S26 -6.500000|2.500000,S27 -6.500000|3.500000,S28 -6.500000|4.500000,S29 -6.500000|5.500000,S30 -6.500000|6.500000,S31 -6.500000|7.500000,S32 -5.500000|-7.500000,S33 -5.500000|-6.500000,S34 -5.500000|-5.500000,S35 -5.500000|-4.500000,S36 -5.500000|-3.500000,S37 -5.500000|-2.500000,S38 -5.500000|-1.500000,S39 -5.500000|-0.500000,S40 -5.500000|0.500000,S41 -5.500000|1.500000,S42 -5.500000|2.500000,S43 -5.500000|3.500000,S44 -5.500000|4.500000,S45 -5.500000|5.500000,S46 -5.500000|6.500000,S47 -5.500000|7.500000,S48 -4.500000|-7.500000,S49 -4.500000|-6.500000,S50 -4.500000|-5.500000,S51 -4.500000|-4.500000,S52 -4.500000|-3.500000,S53 -4.500000|-2.500000,S54 -4.500000|-1.500000,S55 -4.500000|-0.500000,S56 -4.500000|0.500000,S57 -4.500000|1.500000,S58 -4.500000|2.500000,S59 -4.500000|3.500000,S60 -4.500000|4.500000,S61 -4.500000|5.500000,S62 -4.500000|6.500000,S63 -4.500000|7.500000,S64 -3.500000|-7.500000,S65 -3.500000|-6.500000,S66 -3.500000|-5.500000,S67 -3.500000|-4.500000,S68 -3.500000|-3.500000,S69 -3.500000|-2.500000,S70 -3.500000|-1.500000,S71 -3.500000|-0.500000,S72 -3.500000|0.500000,S73 -3.500000|1.500000,S74 -3.500000|2.500000,S75 -3.500000|3.500000,S76 -3.500000|4.500000,S77 -3.500000|5.500000,S78 -3.500000|6.500000,S79 -3.500000|7.500000,S80 -2.500000|-7.500000,S81 -2.500000|-6.500000,S82 -2.500000|-5.500000,S83 -2.500000|-4.500000,S84 -2.500000|-3.500000,S85 -2.500000|-2.500000,S86 -2.500000|-1.500000,S87 -2.500000|-0.500000,S88 -2.500000|0.500000,S89 -2.500000|1.500000,S90 -2.500000|2.500000,S91 -2.500000|3.500000,S92 -2.500000|4.500000,S93 -2.500000|5.500000,S94 -2.500000|6.500000,S95 -2.500000|7.500000,S96 -1.500000|-7.500000,S97 -1.500000|-6.500000,S98 -1.500000|-5.500000,S99 -1.500000|-4.500000,S100 -1.500000|-3.500000,S101 -1.500000|-2.500000,S102 -1.500000|-1.500000,S103 -1.500000|-0.500000,S104 -1.500000|0.500000,S105 -1.500000|1.500000,S106 -1.500000|2.500000,S107 -1.500000|3.500000,S108 -1.500000|4.500000,S109 -1.500000|5.500000,S110 -1.500000|6.500000,S111 -1.500000|7.500000,S112 -0.500000|-7.500000,S113 -0.500000|-6.500000,S114 -0.500000|-5.500000,S115 -0.500000|-4.500000,S116 -0.500000|-3.500000,S117 -0.500000|-2.500000,S118 -0.500000|-1.500000,S119 -0.500000|-0.500000,S120 -0.500000|0.500000,S121 -0.500000|1.500000,S122 -0.500000|2.500000,S123 -0.500000|3.500000,S124 -0.500000|4.500000,S125 -0.500000|5.500000,S126 -0.500000|6.500000,S127 -0.500000|7.500000,S128 0.500000|-7.500000,S129 0.500000|-6.500000,S130 0.500000|-5.500000,S131 0.500000|-4.500000,S132 0.500000|-3.500000,S133 0.500000|-2.500000,S134 0.500000|-1.500000,S135 0.500000|-0.500000,S136 0.500000|0.500000,S137 0.500000|1.500000,S138 0.500000|2.500000,S139 0.500000|3.500000,S140 0.500000|4.500000,S141 0.500000|5.500000,S142 0.500000|6.500000,S143 0.500000|7.500000,S144 1.500000|-7.500000,S145 1.500000|-6.500000,S146 1.500000|-5.500000,S147 1.500000|-4.500000,S148 1.500000|-3.500000,S149 1.500000|-2.500000,S150 1.500000|-1.500000,S151 1.500000|-0.500000,S152 1.500000|0.500000,S153 1.500000|1.500000,S154 1.500000|2.500000,S155 1.500000|3.500000,S156 1.500000|4.500000,S157 1.500000|5.500000,S158 1.500000|6.500000,S159 1.500000|7.500000,S160 2.500000|-7.500000,S161 2.500000|-6.500000,S162 2.500000|-5.500000,S163 2.500000|-4.500000,S164 2.500000|-3.500000,S165 2.500000|-2.500000,S166 2.500000|-1.500000,S167 2.500000|-0.500000,S168 2.500000|0.500000,S169 2.500000|1.500000,S170 2.500000|2.500000,S171 2.500000|3.500000,S172 2.500000|4.500000,S173 2.500000|5.500000,S174 2.500000|6.500000,S175 2.500000|7.500000,S176 3.500000|-7.500000,S177 3.500000|-6.500000,S178 3.500000|-5.500000,S179 3.500000|-4.500000,S180 3.500000|-3.500000,S181 3.500000|-2.500000,S182 3.500000|-1.500000,S183 3.500000|-0.500000,S184 3.500000|0.500000,S185 3.500000|1.500000,S186 3.500000|2.500000,S187 3.500000|3.500000,S188 3.500000|4.500000,S189 3.500000|5.500000,S190 3.500000|6.500000,S191 3.500000|7.500000,S192 4.500000|-7.500000,S193 4.500000|-6.500000,S194 4.500000|-5.500000,S195 4.500000|-4.500000,S196 4.500000|-3.500000,S197 4.500000|-2.500000,S198 4.500000|-1.500000,S199 4.500000|-0.500000,S200 4.500000|0.500000,S201 4.500000|1.500000,S202 4.500000|2.500000,S203 4.500000|3.500000,S204 4.500000|4.500000,S205 4.500000|5.500000,S206 4.500000|6.500000,S207 4.500000|7.500000,S208 5.500000|-7.500000,S209 5.500000|-6.500000,S210 5.500000|-5.500000,S211 5.500000|-4.500000,S212 5.500000|-3.500000,S213 5.500000|-2.500000,S214 5.500000|-1.500000,S215 5.500000|-0.500000,S216 5.500000|0.500000,S217 5.500000|1.500000,S218 5.500000|2.500000,S219 5.500000|3.500000,S220 5.500000|4.500000,S221 5.500000|5.500000,S222 5.500000|6.500000,S223 5.500000|7.500000,S224 6.500000|-7.500000,S225 6.500000|-6.500000,S226 6.500000|-5.500000,S227 6.500000|-4.500000,S228 6.500000|-3.500000,S229 6.500000|-2.500000,S230 6.500000|-1.500000,S231 6.500000|-0.500000,S232 6.500000|0.500000,S233 6.500000|1.500000,S234 6.500000|2.500000,S235 6.500000|3.500000,S236 6.500000|4.500000,S237 6.500000|5.500000,S238 6.500000|6.500000,S239 6.500000|7.500000,S240 7.500000|-7.500000,S241 7.500000|-6.500000,S242 7.500000|-5.500000,S243 7.500000|-4.500000,S244 7.500000|-3.500000,S245 7.500000|-2.500000,S246 7.500000|-1.500000,S247 7.500000|-0.500000,S248 7.500000|0.500000,S249 7.500000|1.500000,S250 7.500000|2.500000,S251 7.500000|3.500000,S252 7.500000|4.500000,S253 7.500000|5.500000,S254 7.500000|6.500000,S255 7.500000|7.500000
sunlight, 0.86474609,0.86376953,0.86425781,0.86376953,0.86328125,0.86376953,0.86474609,0.86425781,0.86376953,0.86425781,0.86328125,0.86376953,0.86279297,0.86279297,0.86425781,0.86279297,0.86328125,0.86376953,0.86328125,0.86328125,0.86328125,0.86230469,0.86328125,0.86425781,0.86376953,0.86376953,0.86425781,0.86328125,0.86474609,0.86328125,0.86376953,0.86425781,0.86376953,0.86376953,0.86425781,0.86425781,0.86376953,0.86425781,0.86328125,0.86279297,0.86425781,0.86328125,0.86328125,0.86328125,0.86328125,0.86376953,0.86279297,0.86279297,0.86328125,0.86328125,0.86279297,0.86376953,0.86425781,0.86376953,0.86425781,0.86328125,0.86328125,0.86474609,0.86376953,0.86425781,0.86376953,0.86376953,0.86425781,0.86376953,0.86376953,0.86376953,0.86425781,0.86376953,0.86328125,0.86376953,0.86328125,0.86376953,0.86230469,0.86279297,0.86425781,0.86328125,0.86328125,0.86376953,0.86376953,0.86425781,0.86328125,0.86376953,0.86376953,0.86425781,0.86376953,0.86376953,0.86425781,0.86376953,0.86474609,0.86279297,0.86376953,0.86425781,0.86425781,0.86328125,0.86328125,0.86328125,0.86376953,0.86376953,0.86279297,0.86279297,0.86425781,0.86279297,0.86328125,0.86376953,0.86328125,0.86376953,0.86279297,0.86376953,0.86425781,0.86425781,0.86376953,0.86425781,0.86376953,0.86376953,0.86425781,0.86376953,0.86279297,0.86523438,0.86328125,0.86425781,0.86376953,0.86425781,0.86376953,0.86230469,0.86328125,0.86328125,0.86376953,0.86328125,0.86376953,0.86328125,0.86279297,0.86376953,0.86279297,0.86279297,0.86425781,0.86328125,0.86425781,0.86376953,0.86425781,0.86425781,0.86328125,0.86376953,0.86376953,0.86425781,0.86376953,0.86425781,0.86474609,0.86328125,0.86474609,0.86328125,0.86328125,0.86425781,0.86279297,0.86376953,0.86328125,0.86328125,0.86328125,0.86279297,0.86279297,0.86328125,0.86376953,0.86279297,0.86376953,0.86376953,0.86328125,0.86474609,0.86328125,0.86328125,0.86474609,0.86376953,0.86376953,0.86425781,0.86425781,0.86376953,0.86376953,0.86328125,0.86279297,0.86474609,0.86328125,0.86425781,0.86376953,0.86279297,0.86376953,0.86279297,0.86230469,0.86425781,0.86328125,0.86279297,0.86376953,0.86425781,0.86425781,0.86376953,0.86328125,0.86279297,0.86474609,0.86328125,0.86425781,0.86425781,0.86376953,0.86425781,0.86376953,0.86328125,0.86425781,0.86425781,0.86328125,0.86425781,0.86279297,0.86376953,0.86474609,0.86328125,0.86230469,0.86376953,0.86279297,0.86328125,0.86425781,0.86279297,0.86328125,0.86328125,0.86328125,0.86425781,0.86474609,0.86328125,0.86474609,0.86328125,0.86328125,0.86474609,0.86376953,0.86328125,0.86425781,0.86376953,0.86376953,0.86474609,0.86376953,0.86376953,0.86376953,0.86230469,0.86328125,0.86376953,0.86279297,0.86376953,0.86328125,0.86279297,0.86376953,0.86376953,0.86230469,0.86328125,0.86328125,0.86376953,0.86474609,0.86425781,0.86376953,0.86425781,0.86279297,0.86425781,0.86425781,0.86376953
diffuse light, 0.58028567,0.57976097,0.57986718,0.58033389,0.58002841,0.57997769,0.58010179,0.58020562,0.57977420,0.58010066,0.58024311,0.57999021,0.57982981,0.58026075,0.58003050,0.57995385,0.58022225,0.58005351,0.57964379,0.58033997,0.57987344,0.58007723,0.57974941,0.58050579,0.58003294,0.57996887,0.58028424,0.58002859,0.57995743,0.58061761,0.57966900,0.58021438,0.58035696,0.58004075,0.57995898,0.57983643,0.58073771,0.57990694,0.58001590,0.58033079,0.58022279,0.57995349,0.58009070,0.57975858,0.58000082,0.58038050,0.57994878,0.57981819,0.58016723,0.58020931,0.58013630,0.57970321,0.58033699,0.57973349,0.58023810,0.58006030,0.57994193,0.57994735,0.58066541,0.57976675,0.57982218,0.57984132,0.58050025,0.58011556,0.58007586,0.58049625,0.57966328,0.57998949,0.58014923,0.58027297,0.57966799,0.58032107,0.57993585,0.58004165,0.58001000,0.58018017,0.57998139,0.57976764,0.58023053,0.57982481,0.57967067,0.58046186,0.58006686,0.58003032,0.57999301,0.57985288,0.58002049,0.58012599,0.58012927,0.58008516,0.57993180,0.58047956,0.57970208,0.57999915,0.58032525,0.57985264,0.58011132,0.58009499,0.57988757,0.57997477,0.58041984,0.57987076,0.57988483,0.57998341,0.58029914,0.57996863,0.57994080,0.58033931,0.58016807,0.57964414,0.58020914,0.58000869,0.57985163,0.58048552,0.58040351,0.57968128,0.57987416,0.58026856,0.58008128,0.57975662,0.58034164,0.57964301,0.58026165,0.58020276,0.58002186,0.57989657,0.58025068,0.57976192,0.58012646,0.57957250,0.58020216,0.58043867,0.57971025,0.58047664,0.57990414,0.57998574,0.58035129,0.58011281,0.57979405,0.58060485,0.57992512,0.58035487,0.57987565,0.58027560,0.57991594,0.58019668,0.58030772,0.58002067,0.58002287,0.58040637,0.57988924,0.57979006,0.58024979,0.58018106,0.57972056,0.57992095,0.58040041,0.58000445,0.58010423,0.58019656,0.57955450,0.57985395,0.58046663,0.57978773,0.58017421,0.58024883,0.57989073,0.58009648,0.57998961,0.58000678,0.58003807,0.57992625,0.58044159,0.57981175,0.58005005,0.58029449,0.58025450,0.57976604,0.58030134,0.57993609,0.57991719,0.58004445,0.58029693,0.57998526,0.57986033,0.58003098,0.58014238,0.57990408,0.58019453,0.57992780,0.58004683,0.58031946,0.57994193,0.57990843,0.57967561,0.58044744,0.57979417,0.58020163,0.58019209,0.57995433,0.57988906,0.58069950,0.57954353,0.57982922,0.58029896,0.58020610,0.57986194,0.58024931,0.58012462,0.58018440,0.57982844,0.58004206,0.58004630,0.57989854,0.58052593,0.57979506,0.57970172,0.58047545,0.58017844,0.57975513,0.58001107,0.57992506,0.58019322,0.57998347,0.58030337,0.57978874,0.58009464,0.58010143,0.58003384,0.57982576,0.58019704,0.58024263,0.58011919,0.57975614,0.58015418,0.58015573,0.57998961,0.58001840,0.57988679,0.58007443,0.58030075,0.58015394,0.57991642,0.58045816,0.57973492,0.58014178,0.58027786,0.58001906,0.58008164,0.58024991,0.58013403,0.57992083,0.57990623,0.58054209,0.57981670,0.58000886
